topology,phase,version,host,step,value,unit
standalone_cross,teardown,after,103,last_peer_crypto,0.0022936440000194125,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,104,last_peer_crypto,0.0019207069999538362,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,103,bridge_reset,0,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,104,bridge_reset,0,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,103,bridge_reset,0.3802575190002244,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,104,bridge_reset,0.34174535400052264,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,103,namespace_remove,0.4132757799998217,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,104,namespace_remove,0.43982560700078466,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,103,namespace_remove,0.09036685499995656,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,104,namespace_remove,0.06271697100055462,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,103,residual,0.011619925998274994,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,104,residual,0.011025658001017291,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,103,residual,0.010894041997744353,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,104,residual,0.010124571999767795,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,103,endpoint_total,42.370665787999314,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,104,endpoint_total,43.79920314800074,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,103,endpoint_total,2.0327119150006183,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,104,endpoint_total,1.7792968090016075,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,103,pool_finalize,0,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,104,pool_finalize,0,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,103,pool_finalize,19.142063895998945,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,104,pool_finalize,19.717092849999972,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,103,final_total,42.370665787999314,phase wall seconds per 1000 endpoints
standalone_cross,teardown,before,104,final_total,43.79920314800074,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,103,final_total,21.10474657299892,phase wall seconds per 1000 endpoints
standalone_cross,teardown,after,104,final_total,21.49638965900158,phase wall seconds per 1000 endpoints
